_id,FACILITY_ID,FACILITY_NAME,FA_ADDRESS_GIVEN,FA_POSTAL_CODE,FA_LAT,FA_LON,NAICS_CODE_6,NAICS_CODE_6_DESC_ENG,EMPLOYEE_COUNT,WEB_SITE,PC_FULL_NAME,PHONE_NO,PC_JOB_TITLE,PC_PHONE_NO,PC_PHONE_NO_EXT,PC_FAX_NO,CHEMICAL_ID,CHEMICAL_NAME,USE_MANUFACTURED,USE_PROCESSED,USE_OTHER_USE,REL_AIR,REL_LAND,REL_WATER,REL_DISPOSAL,REL_RECYCLING
949,482,Toronto Transit Commission Russell Carhouse,1411 Queen Street East,M4L 2C7,43.6648,-79.3231,485110,Urban Transit Systems,109,http://www3.ttc.ca,Shaun DeSouza,416-393-4507,Manager Environment,416-554-1299,,,,,,,,,,,,
950,24622,First Spice Mixing Co Canada Ltd,98 Tycos Dr,M6B 1V9,43.7046,-79.4581,311940,Seasoning & Dressing Mfg.,16,,Luis Ramirez Luis Ramirez,416-787-1201,General Manager,416-787-1201,212,,,,,,,,,,,
951,23055,Toronto Transit Commission Davisville Complex,29 Lascelles Boulevard,M4S 1Z2,43.6965,-79.3998,485110,Urban Transit Systems,100,http://www.ttc.ca,Shaun DeSouza,416-393-6540,Manager Environment,416-554-1299,,,,,,,,,,,,
952,609,Cardinal Funeral Homes,366 Bathurst Street ,M5T 2S6,43.6532,-79.4064,812210,Funeral Homes,30,,Kimberly Silva-kellam,416-603-1444,Operations Manager,416-603-1444,,416-603-1963,,,,,,,,,,
953,23090,The Printing House Limited Branch 028,595 Bay Street Atrium On Bay Street Level,M5G 2C2,43.6561,-79.3839,323119,Other Printing,5,,Nazie Zosougkah,416-585-9341,General Manager,416-585-9341,,416-585-9498,,,,,,,,,,
954,19,Excelsior Steel Processing Ltd,34 Carson Street,M8W 3R9,43.6016,-79.5339,331221,Cold-Rolled Steel Shape Mfg.,18,,Tom Coward,416-255-5521,President,416-255-5521,,416-255-6099,,,,,,,,,,
955,23384,Arfil Auto Collision,82 Miller Street,M6N 2Z9,43.6696,-79.4604,811121,"Automotive Body, Paint & Interior R&M",4,,George Martins,416-651-7598,Owner,416-651-7598,,416-651-3131,,,,,,,,,,
956,22123,Truck Equipment Service Company Limited TESCO,2215 Midland Avenue,M1P 3E7,43.7739,-79.2733,336211,Motor Vehicle Body Mfg.,19,,Mike Mintsopoulos,416-291-6265,President,416-291-6265,,,,,,,,,,,,
957,24573,Franklin Empire Inc,350 Carlingview Dr,M9W 5G6,43.6941,-79.5989,416110,Electrical Wiring & Construction Supplies Whl,50,,Clifford Backman,416-248-0176,Vice President,416-248-0176,,,,,,,,,,,,
958,22005,Spongezz Inc,79 St Regis Crescent North,M3J 1Y9,43.7568,-79.4824,326198,All Other Plastic Product Mfg.,33,,Jinky Manez,416-636-6611,Manager,416-636-6611,,,,,,,,,,,,
959,22973,Marca College,2902 Danforth Avenue,M4C 1M1,43.69,-79.2939,611510,Technical & Trade Schools,9,,Joe Chimenti,416-698-2558,President,905-305-1010,,,,,,,,,,,,
960,24768,Golden Hanger Dry Cleaners,852 Sheppard Ave W,M3H 2T5,43.7526,-79.4526,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),2,,Young Ho Kim,416-638-7897,Owner,416-638-7897,,,,,,,,,,,,
961,24983,Quality Discount Cleaners,3097 Bathurst,M6A 2A3,43.7207,-79.43,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),3,,Albert Truong,416-782-5555,Cashier,647-907-4545,,,,,,,,,,,,
962,25114,Ah Fong Products Ltd,328 Passmore Ave,M1V 5J5,43.8279,-79.2631,311410,Frozen Food Mfg.,20,,Janice Li,416-321-0038,Manager,416-321-0038,,416-321-0076,,,,,,,,,,
963,22316,Sun Lake Plastic Inc,109 Crockford Blvd,M1R 3B7,43.7415,-79.2891,326198,All Other Plastic Product Mfg.,1,,Sunny Yeung,416-752-0281,President,416-752-0281,,,,,,,,,,,,
964,25929,Copacetic Woodwork & Design Ltd.,86 Mack Ave,M1L 1M9,43.7012,-79.2697,337110,Wood Kitchen Cabinet & Counter Top Mfg.,6,,Ian Alexander,416-462-1177,President owner,416-462-1177,,416-466-5052,,,,,,,,,,
965,25495,Kingscross Auto Collision,19 Civic Road,M1L 2K6,43.7273,-79.2853,811121,"Automotive Body, Paint & Interior R&M",1,,Arthur Lui,416-750-8845,MANAGER,416-750-8845,,416-750-8845,,,,,,,,,,
966,23432,Gelderland Machine And Manufacturing LTD,60 Dynamic Dr,M1V 2W2,43.8205,-79.249,811310,Commercial & Ind'l Mach. & Equip. R&M,22,,Rudy Peters,416-297-6000,Owner,416-297-6000,,416-297-6908,,,,,,,,,,
967,22789,Midwest Calipers,140 Midwest Rd,M1P 3B3,43.7555,-79.2688,336390,Other Motor Vehicle Parts Mfg.,2,,Galvin Binda,416-751-3660,Development Manager,416-751-3660,,,,,,,,,,,,
968,23943,University Health Network Toronto Rehab Rumsey Cenre,345 Rumsey Rd,M4G 1R7,43.718,-79.3718,622111,General (exc. Paediatric) Hospitals,150,,Michael Kurz,416-597-3422,Director Env Compl Energy,416-456-7520,,,,,,,,,,,,
969,23108,The Printing House Limited Branch 089,121 King Street West Standard Life Centre,M5H 3T9,43.648,-79.3831,323119,Other Printing,6,,Boris Trajkovski,416-367-1050,General Manager,416-367-1050,,416-367-3275,,,,,,,,,,
970,29291,Sunrise Exhaust Ltd,90 Fenmar Dr,M9L 1M5,43.7592,-79.547,339990,All Other Miscellaneous Mfg.,10,,Jawid Abdahli,416-741-6651,President,416-741-6651,,416-741-7025,16,Manganese and its compounds,0,27,0,0,0,0,0,0
971,29293,GIP Paving Inc Wilson HMA Plant,949 Wilson Ave,M3K 1G2,43.7288,-79.475,324121,Asphalt Paving Mixture & Block Mfg.,3,,Stefanie Spencer,416-635-6002,Manager Environment,416-633-9670,,,23,Nitrogen Oxides (NOx),627,0,0,627,0,0,0,0
972,29294,GIP Paving Inc. Leaside HMA Plant,37 Commercial Road,M4G 1Z3,43.7098,-79.3569,324121,Asphalt Paving Mixture & Block Mfg.,2,,Stefanie Spencer,416-421-1116,Manager Environment,416-633-9670,,,24,Particulate Matter 2.5 (PM2.5),87,0,0,87,0,0,0,0
973,616,Hymopack Ltd,41 Medulla Avenue,M8Z 5L6,43.6238,-79.5465,326111,Plastics Bag Manufacturing,185,,Reza Reza Farhanian,416-232-1733,Technical Director,416-232-1733,,,24,Particulate Matter 2.5 (PM2.5),225,0,0,225,0,0,0,0
974,621,Griffith Foods Limited,757 Pharmacy Avenue,M1L 3J8,43.7188,-79.2947,311990,All Other Food Mfg.,325,,Lee Barney,416-288-3050,Facilities and Eng Manager,416-908-2422,,,23,Nitrogen Oxides (NOx),5113,0,0,5113,0,0,0,0
975,22281,Vision Coaters Canada Ltd,73 Penn Drive,M9L 2A6,43.7534,-79.5581,332810,"Coating, Engraving & Heat Treating Activities",35,,Michael Nguyen,416-746-2988,QA Manager,416-746-2988,,,23,Nitrogen Oxides (NOx),1090,0,0,1090,0,0,0,0
976,22303,MOH Holdings Inc Faster Linen Service Ltd,89 Torlake Cres,M8Z 1B4,43.6137,-79.5254,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),140,,Mark Halberstadt,416-252-2030,OwnerManager,416-252-2030,,,25,Volatile Organic Compounds (VOCs) Total,132,0,1066,697,0,0,0,0
977,22306,Gibson's Cleaners Company Limited,4241 Dundas St W,M8X 1Y3,43.6595,-79.5136,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),34,,Robert McConnell,416-239-2301,President,416-239-2301,,,23,Nitrogen Oxides (NOx),207,0,0,207,0,0,0,0
978,22756,Del Monte Custom Cleaners Ltd,1124 The Queensway,M8Z 1P7,43.6227,-79.519,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),6,,Rinaldo DeMichele,416-259-5511,CEO,416-259-5511,,,19,Tetrachloroethylene (Perchloroethylene),0,0,117,55,0,0,0,0
979,22944,Siltech Corporation,225 Wicksteed Ave,M4H 1G5,43.7132,-79.3474,325190,Other Basic Organic Chemical Mfg.,51,,James Tellerd,416-424-4567,Operations Manager,416-424-4567,,,17,Mercury and its compounds,0,0,1,1,0,0,0,0
980,23077,Cintas Canada Limited,1110 Flint Road,M3J 2J5,43.7778,-79.4815,812330,Linen & Uniform Supply,101,,Denis Gveric,416-743-5070,Plant Manager,416-743-5070,,416-743-6008,23,Nitrogen Oxides (NOx),816,0,0,816,0,0,0,0
981,23118,Sherway Collision,131 Shorncliffe Rd,M8Z 5K7,43.6237,-79.5411,811121,"Automotive Body, Paint & Interior R&M",9,,Palmer Messore,416-231-4521,Manager,416-231-4521,,,25,Volatile Organic Compounds (VOCs) Total,0,0,2251,23,0,0,0,0
982,23143,Cintas Canada limited,23 Torlake Crescent,M8Z 1B5,43.6111,-79.5245,812330,Linen & Uniform Supply,169,,Michael Labocha,416-253-4400,Env Engineer,647-468-7025,,,24,Particulate Matter 2.5 (PM2.5),803,0,0,803,0,0,0,0
983,23143,Cintas Canada limited,23 Torlake Crescent,M8Z 1B5,43.6111,-79.5245,812330,Linen & Uniform Supply,169,,Michael Labocha,416-253-4400,Env Engineer,647-468-7025,,,23,Nitrogen Oxides (NOx),1137,0,0,1137,0,0,0,0
984,23217,Olympic Plastic Bags 1983 Ltd,35 MidDominion Acres,M1S 5K5,43.7881,-79.2433,326111,Plastics Bag Manufacturing,23,,Mak Patel,416-299-0536,Manager,416-299-0536,,416-299-9034,25,Volatile Organic Compounds (VOCs) Total,20120,0,0,0,0,0,0,0
985,23362,Scarborough Toyota,1897 Eglinton Ave E,M1L 2L6,43.7262,-79.2947,811121,"Automotive Body, Paint & Interior R&M",19,,Daniel Segreto,416-751-1530,Manager,416-751-1530,,416-751-1910,24,Particulate Matter 2.5 (PM2.5),253,0,0,3,0,0,0,0
986,23362,Scarborough Toyota,1897 Eglinton Ave E,M1L 2L6,43.7262,-79.2947,811121,"Automotive Body, Paint & Interior R&M",19,,Daniel Segreto,416-751-1530,Manager,416-751-1530,,416-751-1910,25,Volatile Organic Compounds (VOCs) Total,0,0,675,552,0,0,0,0
987,23472,Martino Bros Co Limited,3379 Dundas St W,M6S 2R9,43.6656,-79.4833,811121,"Automotive Body, Paint & Interior R&M",12,,Jack Martino,416-463-5211,Partner,416-763-5211,,,25,Volatile Organic Compounds (VOCs) Total,0,0,948,702,0,0,0,0
988,23485,Keele Street Collision,126 Lepage Crt,M3J 1Z9,43.7567,-79.4832,811121,"Automotive Body, Paint & Interior R&M",4,,Dmitry Nemov,416-398-0400,Office Manager,416-398-0400,,416-398-0600,25,Volatile Organic Compounds (VOCs) Total,0,0,122,122,0,0,0,0
989,23514,SC Electric Canada Ltd,90 Belfield Road,M9W 1G4,43.703,-79.5713,335315,"Switchgear, Relay & Industrial Control Mfg.",360,,Laura Cudizio,416-249-9171,Manager Health Safety Envt,416-249-9171,3288,,16,Manganese and its compounds,0,6626,0,0,0,0,0,0
990,23741,Univar Canada Ltd,64 Arrow Road,M9M 2L9,43.7399,-79.5304,418410,Chemical (exc. Agr.) & Allied Product Whl.,145,,Sylvia Danglades,416-740-5300,EHS Manager,416-268-3685,,--,19,Tetrachloroethylene (Perchloroethylene),0,84931,0,7,0,0,0,0
991,23936,University Health Network Toronto General Hospital,200 Elizabeth St,M5G 2C4,43.6596,-79.3871,622111,General (exc. Paediatric) Hospitals,5000,,Michael Kurz,416-340-4800,Director Env Compl Energy,416-456-7520,,,14,Formaldehyde,0,0,928,0,0,0,0,0
992,23958,FCA Etobicoke Casting Plant,15 Brown's Line,M8W 3S3,43.5957,-79.5424,331523,Non-Ferrous Die-Casting Foundries,250,,Alex Ramessar,416-253-2375,Canada Environmental Compliance,416-253-2375,,,25,Volatile Organic Compounds (VOCs) Total,606,0,0,606,0,0,0,0
993,23980,Pleasant Manufacturing Co Ltd,37 Baywood Road,M9V 3Y8,43.7467,-79.606,332720,"Turned Product & Screw, Nut & Bolt Mfg.",13,,Terra Hobart,416-745-8570,Office Admin,416-745-8570,,,15,Lead and its compounds,0,29,0,0,0,0,0,0
994,24031,ASB Heating Elements Ltd,20 Bethridge Rd,M9W 1N1,43.7085,-79.5693,335311,Transformer (except Electronic) Mfg.,40,,Anthony Rondina,416-743-9977,Health And Safety,416-743-9977,,416-743-9424,18,Nickel and its compounds,0,4236,0,0,0,0,0,0
995,24031,ASB Heating Elements Ltd,20 Bethridge Rd,M9W 1N1,43.7085,-79.5693,335311,Transformer (except Electronic) Mfg.,40,,Anthony Rondina,416-743-9977,Health And Safety,416-743-9977,,416-743-9424,25,Volatile Organic Compounds (VOCs) Total,130,0,0,130,0,0,0,0
996,57,Material Sciences Corporation Continuous Colour Coat Ltd,1430 Martin Grove Road,M9W 4Y1,43.7169,-79.5826,332810,"Coating, Engraving & Heat Treating Activities",108,,Marika Toyama,416-743-7980,Environmental Engineer,416-743-7980,,416-743-5980,23,Nitrogen Oxides (NOx),10814,0,0,10814,0,0,0,0
997,163,AEP Canada Inc,595 Coronation Drive,M1E 2K4,43.7657,-79.1622,326114,Plastic Film and Sheet Manufacturing,88,,John Gibula,416-281-6000,Plant Manager,647-436-3508,,,23,Nitrogen Oxides (NOx),604,0,0,604,0,0,0,0
998,172,Mondelez Canada Inc East York Bakery,5 Bermondsey Road,M4B 2T7,43.7132,-79.3092,311821,Cookie & Cracker Mfg.,471,,Angela Barrese,416-786-3352,Sr HSE Manager,437-227-5972,,,23,Nitrogen Oxides (NOx),8846,0,0,8846,0,0,0,0
999,180,Battenfeld Grease Canada Ltd,68 Titan Road,M8Z 2J8,43.6296,-79.524,324190,Other Petroleum & Coal Products Mfg.,29,,Roger Corteling,416-239-1548,General Manager,416-239-1548,,,24,Particulate Matter 2.5 (PM2.5),0,0,0,0,0,0,0,0
1000,195,Vintage Hardwood Flooring,409 Evans Avenue,M8Z 1K8,43.6152,-79.5287,321211,Hardwood Veneer & Plywood Mills,75,,Phil Kavanagh,416-521-6108,Director Imports,416-521-6104,,,23,Nitrogen Oxides (NOx),229,0,0,229,0,0,0,0
1001,24105,L&M Precision Products Inc.,150 Milvan Drive,M9L 1Z9,43.7573,-79.563,332720,"Turned Product & Screw, Nut & Bolt Mfg.",53,,Ed Grandy,416-741-0700,Senior Process Engineer,416-741-0700,230,416-741-5287,9,"Chromium, Non-Hexavalent and its compounds",0,1117,0,0,0,0,0,0
1002,24125,Flexmaster Canada Limited,452 Attwell Drive,M9W 5C3,43.7042,-79.6094,332999,All Other Misc. Fabricated Metal Product Mfg.,35,,Don Sprung,416-679-0045,Health And Safety Manager,289-264-7915,,416-697-0045,24,Particulate Matter 2.5 (PM2.5),32,0,0,32,0,0,0,0
1003,24129,New Forest Paper Mills LP,333 Progress Avenue,M1P 2Z7,43.7745,-79.2662,322130,Paperboard Mills,94,,Fatima Correia,416-298-8101,Environmental Manager,416-298-5431,,416-297-2292,23,Nitrogen Oxides (NOx),46973,0,0,46973,0,0,0,0
1004,24138,Irving Consumer Products,1551 Weston Road,M6M 4Y4,43.6943,-79.5058,322121,Paper (except Newsprint) Mills,349,,Kristian Miliucci,416-246-6666,Environmental Leader,416-428-0480,,,24,Particulate Matter 2.5 (PM2.5),34353,0,0,34353,0,0,0,0
1005,24145,Dufferin Concrete Etobicoke,1185 Martin Grove Rd,M9W 4W7,43.7073,-79.578,327320,Ready-Mix Concrete Mfg.,57,,Maria Topalovic,905-275-2093,Environmental Manager,647-924-5499,,,23,Nitrogen Oxides (NOx),305,0,0,305,0,0,0,0
1006,225,Henry Company Canada Inc Scarborough,15 Wallsend Drive,M1E 3X6,43.7621,-79.1664,325999,All Other Misc. Chemical Product Mfg.,50,,Todd Thertell,416-724-2000,Plant Manager,647-560-7259,,,24,Particulate Matter 2.5 (PM2.5),2266,0,0,2266,0,0,0,0
1007,255,Atlantic Packaging 80 Progress Avenue,80 Progress Avenue,M1P 2Z1,43.7721,-79.2756,323119,Other Printing,69,,Fatima Correia,416-298-5340,Environmental Manager,416-298-5431,,,23,Nitrogen Oxides (NOx),1068,0,0,1068,0,0,0,0
1008,257,Atlantic Packaging 350 Midwest Road,350 Midwest Road,M1P 3A9,43.7613,-79.2714,322211,Corrugated & Solid Fibre Box Mfg.,78,,Fatima Correia,416-298-5314,Environmental Manager,416-298-5431,,,23,Nitrogen Oxides (NOx),2515,0,0,2515,0,0,0,0
1009,277,Polafemet,129 Milvan Dr,M9L 1Z8,43.7567,-79.5613,332329,Other Ornamental & Architec. Metal Prod. Mfg.,6,,Oleg Kriachkov,416-748-6983,Estimator,416-748-6983,,,16,Manganese and its compounds,0,168,0,0,0,0,0,0
1010,24161,Stanley Manufacturing Company Inc,230 Bartley Drive,M4A 1G3,43.7184,-79.316,339950,Sign Mfg.,38,,Olga Li,416-757-3221,Information Manager,416-757-3221,,416-757-3427,25,Volatile Organic Compounds (VOCs) Total,0,4197,0,4197,0,0,0,0
1011,24173,Yarlmetal Fabrications Inc,40 Dynamic Drive,M1V 2W2,43.8178,-79.2482,332329,Other Ornamental & Architec. Metal Prod. Mfg.,30,,Dhimo Lad,416-297-9013,HR Coordinator,416-297-9013,,,16,Manganese and its compounds,0,11080,0,0,0,0,0,0
1012,24173,Yarlmetal Fabrications Inc,40 Dynamic Drive,M1V 2W2,43.8178,-79.2482,332329,Other Ornamental & Architec. Metal Prod. Mfg.,30,,Dhimo Lad,416-297-9013,HR Coordinator,416-297-9013,,,5,Cadmium and its compounds,0,140,0,0,0,0,0,0
1013,24179,L3Harris Wescam Don Mills,17 Prince Andrew Place,M3C 2H2,43.725,-79.3445,334511,Navigational & Guidance Instruments Mfg.,193,www.wescam.com,Monica Wymer,416-445-1870,EHS Specialist,905-633-4001,2914,905-633-4100,25,Volatile Organic Compounds (VOCs) Total,0,0,1194,1194,0,0,0,0
1014,24180,Innocon Inc Wilson Avenue RMC Plant,949 Wilson Ave,M3K 1G2,43.7288,-79.475,327320,Ready-Mix Concrete Mfg.,45,,Daniel Capizzo,416-633-1371,Plant Manager,416-435-1173,,,24,Particulate Matter 2.5 (PM2.5),32,32,0,32,0,0,0,0
1015,24180,Innocon Inc Wilson Avenue RMC Plant,949 Wilson Ave,M3K 1G2,43.7288,-79.475,327320,Ready-Mix Concrete Mfg.,45,,Daniel Capizzo,416-633-1371,Plant Manager,416-435-1173,,,23,Nitrogen Oxides (NOx),582,0,0,582,0,0,0,0
1016,24200,Ingot Metal Company Limited,111 Fenmar Drive,M9L 1M3,43.7595,-79.5489,331410,Non-Ferrous (except Al) Smelting & Refining,23,,David Shore,416-749-1372,Manager,416-749-1372,,416-749-1371,25,Volatile Organic Compounds (VOCs) Total,353,0,0,353,0,0,0,0
1017,24222,Crown Metal Packaging Canada LP Weston Plant,21 Fenmar Drive,M9L 2Y9,43.7591,-79.5359,332431,Metal Can Mfg.,190,,Maria Paula Gomez,416-741-6002,EHS Coordinator,437-318-8031,,,25,Volatile Organic Compounds (VOCs) Total,372,0,878763,13181,0,0,0,0
1018,24226,MSP,37 Penn Drive,M9L 2A6,43.752,-79.5569,332720,"Turned Product & Screw, Nut & Bolt Mfg.",30,,Adrian McKague,416-745-9600,President,416-745-9600,,416-745-9620,24,Particulate Matter 2.5 (PM2.5),108000,0,,0,0,0,0,0
1019,24232,693316 Ontario Limited Horner Avenue,200 Horner Ave,M8Z 4X8,43.6078,-79.5178,327320,Ready-Mix Concrete Mfg.,1,,Domenic Suppa,416-255-7637,CFO,416-798-7060,,,23,Nitrogen Oxides (NOx),285,0,0,285,0,0,0,0
1020,303,Apotex Inc 150 Signet Manufacturing Site,150 Signet Drive,M9L 1T9,43.7644,-79.5407,325410,Pharmaceutical & Medicine Mfg.,997,,Michael Taniguchi,416-749-9300,Associate Director EHS Programs,647-262-6903,,,13,Dichloromethane (Methylene chloride),0,0,239,239,0,0,0,0
1021,303,Apotex Inc 150 Signet Manufacturing Site,150 Signet Drive,M9L 1T9,43.7644,-79.5407,325410,Pharmaceutical & Medicine Mfg.,997,,Michael Taniguchi,416-749-9300,Associate Director EHS Programs,647-262-6903,,,25,Volatile Organic Compounds (VOCs) Total,720,0,88999,65533,0,0,0,0
1022,315,Apotex Etobicoke,50 Steinway Boulevard,M9W 6Y3,43.7504,-79.6244,325410,Pharmaceutical & Medicine Mfg.,883,,Michael Taniguchi,416-675-0338,Associate Director EHS Programs,647-262-6903,,,24,Particulate Matter 2.5 (PM2.5),452,0,0,452,0,0,0,0
1023,317,CBM Leaside RM Plant,55 Industrial St,M4G 3W9,43.7092,-79.3545,327320,Ready-Mix Concrete Mfg.,20,,Colin Evans,416-421-9253,Environment Manager,905-440-5745,,,23,Nitrogen Oxides (NOx),244,0,0,244,0,0,0,0
1024,348,Profile Industries Limited,201 Garyray Drive,M9L 2T2,43.7694,-79.5375,337214,Office Furniture (except Wood) Mfg.,135,,Harpal Banwait,416-748-2505,,416-748-2505,,,23,Nitrogen Oxides (NOx),1958,0,0,1958,0,0,0,0
1025,24286,Automatic Coating Ltd,211 Nugget Ave,M1S 3B1,43.795,-79.2531,332810,"Coating, Engraving & Heat Treating Activities",72,,Andre Williams,416-335-7500,Qa Manager Health And Safety,416-335-7500,,416-335-7800,25,Volatile Organic Compounds (VOCs) Total,0,0,5753,1010,0,0,0,0
1026,24300,Production Paint Stripping Limited,11 McLachlan Dr,M9W 1E3,43.6936,-79.5863,332810,"Coating, Engraving & Heat Treating Activities",30,,Kyle Jackson,416-675-1265,General Manager,647-462-1206,,,25,Volatile Organic Compounds (VOCs) Total,2809,0,0,2809,0,0,0,0
1027,362,Pearl Street Steam Plant,120 Pearl Street,M5H 1L2,43.6481,-79.386,221330,Steam & Air-Conditioning Supply,13,,Phoebe Rezkalla,416-392-6847,HS Manager,647-962-0241,,,24,Particulate Matter 2.5 (PM2.5),2821,0,0,2821,0,0,0,0
1028,362,Pearl Street Steam Plant,120 Pearl Street,M5H 1L2,43.6481,-79.386,221330,Steam & Air-Conditioning Supply,13,,Phoebe Rezkalla,416-392-6847,HS Manager,647-962-0241,,,23,Nitrogen Oxides (NOx),39869,0,0,39869,0,0,0,0
1029,362,Pearl Street Steam Plant,120 Pearl Street,M5H 1L2,43.6481,-79.386,221330,Steam & Air-Conditioning Supply,13,,Phoebe Rezkalla,416-392-6847,HS Manager,647-962-0241,,,5,Cadmium and its compounds,0,1,0,1,0,0,0,0
1030,389,Lactalis - Rakely Etobicoke,25 Rakely Court,M9C 5G2,43.6479,-79.6052,311511,Fluid Milk Mfg.,180,,John Siltala,416-622-2822,Plant Manager,416-641-2941,,,24,Particulate Matter 2.5 (PM2.5),45,0,0,45,0,0,0,0
1031,393,MagtronHeroux Devtek,1480 Birchmount Rd,M1P 2E3,43.7551,-79.288,336410,Aerospace Product & Parts Mfg.,53,,Aurel Luta,416-757-2366,Plant General Manager,416-768-9128,8427,,25,Volatile Organic Compounds (VOCs) Total,7,0,305,0,0,0,0,0
1032,398,KIK Operating Partnership,13 Bethridge Road,M9W 1M6,43.7086,-79.5674,325610,Soap & Cleaning Compound Mfg.,298,,Kimberly Clark,416-740-7400,Manager Of EHS,416-740-7400,,416-746-3073,24,Particulate Matter 2.5 (PM2.5),107,0,0,107,0,0,0,0
1033,418,DART Canada Inc,2121 Markham Road,M1B 2W3,43.8063,-79.2437,326140,Polystyrene Foam Product Mfg.,370,,Mark Emerson,416-293-2877,Plant Manager,416-293-2877,,,24,Particulate Matter 2.5 (PM2.5),53,0,0,53,0,0,0,0
1034,24378,Apollo Health And Beauty Care Inc,1 Apollo Place,M3J 0H2,43.7455,-79.3624,325620,Toilet Preparation Mfg.,500,,Zaid Vonvelten,416-758-3700,,416-758-3700,,,25,Volatile Organic Compounds (VOCs) Total,57,10451169,0,93027,0,0,0,0
1035,24387,The University Of Toronto Medical Sciences Building,1 King's College Circle,M5S 1A8,43.6611,-79.3944,611310,Universities,469,,Matthew White,416-978-4467,Enviro Compliance  Safety Tech,416-978-5087,,,14,Formaldehyde,0,0,415,83,0,0,0,0
1036,24509,Questa Design Limited,1305 Morningside Avenue,M1B 4Z5,43.8049,-79.2007,332710,Machine Shops,12,,Aki Hirano,416-281-0502,Vice President,416-281-0502,,,18,Nickel and its compounds,0,44,0,0,0,0,0,0
1037,24640,SA Armstrong Ltd,23 Bertrand Ave,M1L 2P3,43.7338,-79.2861,333910,Pump & Compressor Mfg.,299,,Van Hai Nguyen,416-755-2291,Operations Manager,647-417-1790,,,25,Volatile Organic Compounds (VOCs) Total,1,5082,0,5083,0,0,0,0
1038,448,D Crupi And Sons Limited Brimley Asphalt Plant,477 Brimley Road,M2M 3W2,43.7325,-79.2462,324121,Asphalt Paving Mixture & Block Mfg.,4,www.crupigroup.com,Domenic Passalacqua,416-261-3361,Plant Manager,416-291-1986,,416-291-3252,25,Volatile Organic Compounds (VOCs) Total,427,0,0,427,0,0,0,0
1039,24982,Starplex Scientific Inc,50 Steinway Boulevard,M9W 6Y3,43.7504,-79.6244,326160,Plastic Bottle Mfg.,100,,Harry Paray,416-674-7474,Materials Supervisor,416-674-7474,,,23,Nitrogen Oxides (NOx),215,0,0,0,0,0,0,0
1040,25125,STIM Canada Inc,85 Toro Road,M3J 2A4,43.761,-79.4846,334410,Semiconductor & Electronic Component Mfg.,35,,Aaron Rezaei,416-636-4584,President,416-636-4584,,416-398-4149,15,Lead and its compounds,0,104,0,0,0,0,0,0
1041,25145,Crystal Claire Cosmetics Inc,20 Overlea Boulevard,M4H 1A4,43.7042,-79.3508,325620,Toilet Preparation Mfg.,600,,Junsheng Chen,416-421-1882,Director of Quality Assurance,416-421-1882,,,16,Manganese and its compounds,0,121,0,0,0,0,0,0
1042,25299,Schuller Machine And Tool Ltd,10 Skagway Ave,M1M 3V1,43.7294,-79.2434,332710,Machine Shops,9,,John Schuller,416-261-7131,President,416-261-7131,,,15,Lead and its compounds,0,38,0,0,0,0,0,0
1043,25345,AlteRego Corporation,36 Tidemore Avenue,M9W 5H4,43.7122,-79.5846,326111,Plastics Bag Manufacturing,70,www.alte-rego.com,Sri Kathula,416-740-3397,Plant Manager,416-740-3397,240,416-741-9991,24,Particulate Matter 2.5 (PM2.5),87,0,0,87,0,0,0,0
1044,25345,AlteRego Corporation,36 Tidemore Avenue,M9W 5H4,43.7122,-79.5846,326111,Plastics Bag Manufacturing,70,www.alte-rego.com,Sri Kathula,416-740-3397,Plant Manager,416-740-3397,240,416-741-9991,25,Volatile Organic Compounds (VOCs) Total,0,1689,0,1613,0,0,0,0
1045,470,Toronto Transit Commission Lakeshore Garage,580 Commissioners St,M4M 1A7,43.6542,-79.3318,485110,Urban Transit Systems,108,http://www3.ttc.ca,Shaun DeSouza,416-393-3318,Manager Environment,416-554-1299,,,25,Volatile Organic Compounds (VOCs) Total,0,0,144,144,0,0,0,0
1046,475,Toronto Transit Commission Mount Dennis Garage,121 Industry Street,M6M 5B6,43.693,-79.4923,485110,Urban Transit Systems,106,http://www3.ttc.ca,Shaun DeSouza,416-393-7983,Manager Environment,416-554-1299,,,24,Particulate Matter 2.5 (PM2.5),152,0,0,152,0,0,0,0
1047,487,Protectolite Inc,84 Railside Road,M3A 1A3,43.7364,-79.324,327215,Glass Product Mfg. from Purchased Glass,43,,Michael Schorpp,416-444-4484,Maintenance Supervisor,416-444-4484,,416-444-4485,23,Nitrogen Oxides (NOx),374,0,0,374,0,0,0,0
1048,493,MillerKnoll North America Corp.,1000 Arrow Road,M9M 2Y7,43.7495,-79.5329,337213,Wood Office Furniture Mfg.,500,,Ruchir Sharma,416-401-6003,Manager EHS,416-948-7597,,,14,Formaldehyde,0,0,698,698,0,0,0,0
